ICD-10-CM Code,ICD-10-CM Code Description,CCSR Category,CCSR Category Description,Default CCSR (Y/N/X),Rationale,ICD10 description,Risk factors description
O10413,"Pre-existing secondary hypertension complicating pregnancy, third trimester",CIR008,Hypertension with complications and secondary hypertension,N,"03 Pregnancy, perinatal, and congenital malformation","O10 Pre-existing hypertension complicating pregnancy, childbirth and the puerperium",Hypertension
O10419,"Pre-existing secondary hypertension complicating pregnancy, unspecified trimester",CIR008,Hypertension with complications and secondary hypertension,N,"03 Pregnancy, perinatal, and congenital malformation","O10 Pre-existing hypertension complicating pregnancy, childbirth and the puerperium",Hypertension
O1042,Pre-existing secondary hypertension complicating childbirth,CIR008,Hypertension with complications and secondary hypertension,N,12 More than one CCSR category matches the ICD-10-CM codebook chapter,"O10 Pre-existing hypertension complicating pregnancy, childbirth and the puerperium",Hypertension
O1043,Pre-existing secondary hypertension complicating the puerperium,CIR008,Hypertension with complications and secondary hypertension,N,12 More than one CCSR category matches the ICD-10-CM codebook chapter,"O10 Pre-existing hypertension complicating pregnancy, childbirth and the puerperium",Hypertension
O111,"Pre-existing hypertension with pre-eclampsia, first trimester",CIR008,Hypertension with complications and secondary hypertension,N,"03 Pregnancy, perinatal, and congenital malformation",O11 Pre-existing hypertension with pre-eclampsia,Hypertension
O112,"Pre-existing hypertension with pre-eclampsia, second trimester",CIR008,Hypertension with complications and secondary hypertension,N,"03 Pregnancy, perinatal, and congenital malformation",O11 Pre-existing hypertension with pre-eclampsia,Hypertension
O113,"Pre-existing hypertension with pre-eclampsia, third trimester",CIR008,Hypertension with complications and secondary hypertension,N,"03 Pregnancy, perinatal, and congenital malformation",O11 Pre-existing hypertension with pre-eclampsia,Hypertension
O114,"Pre-existing hypertension with pre-eclampsia, complicating childbirth",CIR008,Hypertension with complications and secondary hypertension,N,12 More than one CCSR category matches the ICD-10-CM codebook chapter,O11 Pre-existing hypertension with pre-eclampsia,Hypertension
O115,"Pre-existing hypertension with pre-eclampsia, complicating the puerperium",CIR008,Hypertension with complications and secondary hypertension,N,12 More than one CCSR category matches the ICD-10-CM codebook chapter,O11 Pre-existing hypertension with pre-eclampsia,Hypertension
O119,"Pre-existing hypertension with pre-eclampsia, unspecified trimester",CIR008,Hypertension with complications and secondary hypertension,N,"03 Pregnancy, perinatal, and congenital malformation",O11 Pre-existing hypertension with pre-eclampsia,Hypertension
O131,"Gestational [pregnancy-induced] hypertension without significant proteinuria, first trimester",CIR008,Hypertension with complications and secondary hypertension,N,"03 Pregnancy, perinatal, and congenital malformation",O13  Gestational [pregnancy-induced] hypertension without significant proteinuria,Hypertension
O132,"Gestational [pregnancy-induced] hypertension without significant proteinuria, second trimester",CIR008,Hypertension with complications and secondary hypertension,N,"03 Pregnancy, perinatal, and congenital malformation",O13  Gestational [pregnancy-induced] hypertension without significant proteinuria,Hypertension
O133,"Gestational [pregnancy-induced] hypertension without significant proteinuria, third trimester",CIR008,Hypertension with complications and secondary hypertension,N,"03 Pregnancy, perinatal, and congenital malformation",O13  Gestational [pregnancy-induced] hypertension without significant proteinuria,Hypertension
O134,"Gestational [pregnancy-induced] hypertension without significant proteinuria, complicating childbirth",CIR008,Hypertension with complications and secondary hypertension,N,12 More than one CCSR category matches the ICD-10-CM codebook chapter,O13  Gestational [pregnancy-induced] hypertension without significant proteinuria,Hypertension
O135,"Gestational [pregnancy-induced] hypertension without significant proteinuria, complicating the puerperium",CIR008,Hypertension with complications and secondary hypertension,N,12 More than one CCSR category matches the ICD-10-CM codebook chapter,O13  Gestational [pregnancy-induced] hypertension without significant proteinuria,Hypertension
O139,"Gestational [pregnancy-induced] hypertension without significant proteinuria, unspecified trimester",CIR008,Hypertension with complications and secondary hypertension,N,"03 Pregnancy, perinatal, and congenital malformation",O13  Gestational [pregnancy-induced] hypertension without significant proteinuria,Hypertension
E780,Pure hypercholesterolemia,END010,Disorders of lipid metabolism,Y,0 Not Applicable,E78 Disorders of lipoprotein metabolism and other lipidemias,Hyperlipidemia
E7800,"Pure hypercholesterolemia, unspecified",END010,Disorders of lipid metabolism,Y,0 Not Applicable,E78 Disorders of lipoprotein metabolism and other lipidemias,Hyperlipidemia
E7801,Familial hypercholesterolemia,END010,Disorders of lipid metabolism,Y,0 Not Applicable,E78 Disorders of lipoprotein metabolism and other lipidemias,Hyperlipidemia
E781,Pure hyperglyceridemia,END010,Disorders of lipid metabolism,Y,0 Not Applicable,E78 Disorders of lipoprotein metabolism and other lipidemias,Hyperlipidemia
E782,Mixed hyperlipidemia,END010,Disorders of lipid metabolism,Y,0 Not Applicable,E78 Disorders of lipoprotein metabolism and other lipidemias,Hyperlipidemia
E783,Hyperchylomicronemia,END010,Disorders of lipid metabolism,Y,0 Not Applicable,E78 Disorders of lipoprotein metabolism and other lipidemias,Hyperlipidemia
E784,Other hyperlipidemia,END010,Disorders of lipid metabolism,Y,0 Not Applicable,E78 Disorders of lipoprotein metabolism and other lipidemias,Hyperlipidemia
E7841,Elevated Lipoprotein(a),END010,Disorders of lipid metabolism,Y,0 Not Applicable,E78 Disorders of lipoprotein metabolism and other lipidemias,Hyperlipidemia
E7849,Other hyperlipidemia,END010,Disorders of lipid metabolism,Y,0 Not Applicable,E78 Disorders of lipoprotein metabolism and other lipidemias,Hyperlipidemia
E785,"Hyperlipidemia, unspecified",END010,Disorders of lipid metabolism,Y,0 Not Applicable,E78 Disorders of lipoprotein metabolism and other lipidemias,Hyperlipidemia
E0800,Diabetes mellitus due to underlying condition with hyperosmolarity without nonketotic hyperglycemic-hyperosmolar coma (NKHHC),END003,Diabetes mellitus with complication,Y,02 Diabetes mellitus,E08 Diabetes mellitus due to underlying condition,Diabetes
E0800,Diabetes mellitus due to underlying condition with hyperosmolarity without nonketotic hyperglycemic-hyperosmolar coma (NKHHC),END006,"Diabetes mellitus, due to underlying condition, drug or chemical induced, or other specified type",N,02 Diabetes mellitus,E08 Diabetes mellitus due to underlying condition,Diabetes
E0801,Diabetes mellitus due to underlying condition with hyperosmolarity with coma,END003,Diabetes mellitus with complication,Y,02 Diabetes mellitus,E08 Diabetes mellitus due to underlying condition,Diabetes
E0801,Diabetes mellitus due to underlying condition with hyperosmolarity with coma,END006,"Diabetes mellitus, due to underlying condition, drug or chemical induced, or other specified type",N,02 Diabetes mellitus,E08 Diabetes mellitus due to underlying condition,Diabetes
E0810,Diabetes mellitus due to underlying condition with ketoacidosis without coma,END003,Diabetes mellitus with complication,Y,02 Diabetes mellitus,E08 Diabetes mellitus due to underlying condition,Diabetes
E0810,Diabetes mellitus due to underlying condition with ketoacidosis without coma,END006,"Diabetes mellitus, due to underlying condition, drug or chemical induced, or other specified type",N,02 Diabetes mellitus,E08 Diabetes mellitus due to underlying condition,Diabetes
E0811,Diabetes mellitus due to underlying condition with ketoacidosis with coma,END003,Diabetes mellitus with complication,Y,02 Diabetes mellitus,E08 Diabetes mellitus due to underlying condition,Diabetes
E0811,Diabetes mellitus due to underlying condition with ketoacidosis with coma,END006,"Diabetes mellitus, due to underlying condition, drug or chemical induced, or other specified type",N,02 Diabetes mellitus,E08 Diabetes mellitus due to underlying condition,Diabetes
E0821,Diabetes mellitus due to underlying condition with diabetic nephropathy,END003,Diabetes mellitus with complication,Y,02 Diabetes mellitus,E08 Diabetes mellitus due to underlying condition,Diabetes
E0821,Diabetes mellitus due to underlying condition with diabetic nephropathy,END006,"Diabetes mellitus, due to underlying condition, drug or chemical induced, or other specified type",N,02 Diabetes mellitus,E08 Diabetes mellitus due to underlying condition,Diabetes
E0822,Diabetes mellitus due to underlying condition with diabetic chronic kidney disease,END003,Diabetes mellitus with complication,Y,02 Diabetes mellitus,E08 Diabetes mellitus due to underlying condition,Diabetes
E0822,Diabetes mellitus due to underlying condition with diabetic chronic kidney disease,END006,"Diabetes mellitus, due to underlying condition, drug or chemical induced, or other specified type",N,02 Diabetes mellitus,E08 Diabetes mellitus due to underlying condition,Diabetes
E0829,Diabetes mellitus due to underlying condition with other diabetic kidney complication,END003,Diabetes mellitus with complication,Y,02 Diabetes mellitus,E08 Diabetes mellitus due to underlying condition,Diabetes
E0829,Diabetes mellitus due to underlying condition with other diabetic kidney complication,END006,"Diabetes mellitus, due to underlying condition, drug or chemical induced, or other specified type",N,02 Diabetes mellitus,E08 Diabetes mellitus due to underlying condition,Diabetes
E08311,Diabetes mellitus due to underlying condition with unspecified diabetic retinopathy with macular edema,END003,Diabetes mellitus with complication,Y,02 Diabetes mellitus,E08 Diabetes mellitus due to underlying condition,Diabetes
E08311,Diabetes mellitus due to underlying condition with unspecified diabetic retinopathy with macular edema,END006,"Diabetes mellitus, due to underlying condition, drug or chemical induced, or other specified type",N,02 Diabetes mellitus,E08 Diabetes mellitus due to underlying condition,Diabetes
E08319,Diabetes mellitus due to underlying condition with unspecified diabetic retinopathy without macular edema,END003,Diabetes mellitus with complication,Y,02 Diabetes mellitus,E08 Diabetes mellitus due to underlying condition,Diabetes
E08319,Diabetes mellitus due to underlying condition with unspecified diabetic retinopathy without macular edema,END006,"Diabetes mellitus, due to underlying condition, drug or chemical induced, or other specified type",N,02 Diabetes mellitus,E08 Diabetes mellitus due to underlying condition,Diabetes
E08321,Diabetes mellitus due to underlying condition with mild nonproliferative diabetic retinopathy with macular edema,END003,Diabetes mellitus with complication,Y,02 Diabetes mellitus,E08 Diabetes mellitus due to underlying condition,Diabetes
E08321,Diabetes mellitus due to underlying condition with mild nonproliferative diabetic retinopathy with macular edema,END006,"Diabetes mellitus, due to underlying condition, drug or chemical induced, or other specified type",N,02 Diabetes mellitus,E08 Diabetes mellitus due to underlying condition,Diabetes
E083211,"Diabetes mellitus due to underlying condition with mild nonproliferative diabetic retinopathy with macular edema, right eye",END003,Diabetes mellitus with complication,Y,02 Diabetes mellitus,E08 Diabetes mellitus due to underlying condition,Diabetes
E083211,"Diabetes mellitus due to underlying condition with mild nonproliferative diabetic retinopathy with macular edema, right eye",END006,"Diabetes mellitus, due to underlying condition, drug or chemical induced, or other specified type",N,02 Diabetes mellitus,E08 Diabetes mellitus due to underlying condition,Diabetes
E083212,"Diabetes mellitus due to underlying condition with mild nonproliferative diabetic retinopathy with macular edema, left eye",END003,Diabetes mellitus with complication,Y,02 Diabetes mellitus,E08 Diabetes mellitus due to underlying condition,Diabetes
E083212,"Diabetes mellitus due to underlying condition with mild nonproliferative diabetic retinopathy with macular edema, left eye",END006,"Diabetes mellitus, due to underlying condition, drug or chemical induced, or other specified type",N,02 Diabetes mellitus,E08 Diabetes mellitus due to underlying condition,Diabetes
E083213,"Diabetes mellitus due to underlying condition with mild nonproliferative diabetic retinopathy with macular edema, bilateral",END003,Diabetes mellitus with complication,Y,02 Diabetes mellitus,E08 Diabetes mellitus due to underlying condition,Diabetes
E083213,"Diabetes mellitus due to underlying condition with mild nonproliferative diabetic retinopathy with macular edema, bilateral",END006,"Diabetes mellitus, due to underlying condition, drug or chemical induced, or other specified type",N,02 Diabetes mellitus,E08 Diabetes mellitus due to underlying condition,Diabetes
E083219,"Diabetes mellitus due to underlying condition with mild nonproliferative diabetic retinopathy with macular edema, unspecified eye",END003,Diabetes mellitus with complication,Y,02 Diabetes mellitus,E08 Diabetes mellitus due to underlying condition,Diabetes
E083219,"Diabetes mellitus due to underlying condition with mild nonproliferative diabetic retinopathy with macular edema, unspecified eye",END006,"Diabetes mellitus, due to underlying condition, drug or chemical induced, or other specified type",N,02 Diabetes mellitus,E08 Diabetes mellitus due to underlying condition,Diabetes
E08329,Diabetes mellitus due to underlying condition with mild nonproliferative diabetic retinopathy without macular edema,END003,Diabetes mellitus with complication,Y,02 Diabetes mellitus,E08 Diabetes mellitus due to underlying condition,Diabetes
E08329,Diabetes mellitus due to underlying condition with mild nonproliferative diabetic retinopathy without macular edema,END006,"Diabetes mellitus, due to underlying condition, drug or chemical induced, or other specified type",N,02 Diabetes mellitus,E08 Diabetes mellitus due to underlying condition,Diabetes
E083291,"Diabetes mellitus due to underlying condition with mild nonproliferative diabetic retinopathy without macular edema, right eye",END003,Diabetes mellitus with complication,Y,02 Diabetes mellitus,E08 Diabetes mellitus due to underlying condition,Diabetes
E083291,"Diabetes mellitus due to underlying condition with mild nonproliferative diabetic retinopathy without macular edema, right eye",END006,"Diabetes mellitus, due to underlying condition, drug or chemical induced, or other specified type",N,02 Diabetes mellitus,E08 Diabetes mellitus due to underlying condition,Diabetes
E083292,"Diabetes mellitus due to underlying condition with mild nonproliferative diabetic retinopathy without macular edema, left eye",END003,Diabetes mellitus with complication,Y,02 Diabetes mellitus,E08 Diabetes mellitus due to underlying condition,Diabetes
E083292,"Diabetes mellitus due to underlying condition with mild nonproliferative diabetic retinopathy without macular edema, left eye",END006,"Diabetes mellitus, due to underlying condition, drug or chemical induced, or other specified type",N,02 Diabetes mellitus,E08 Diabetes mellitus due to underlying condition,Diabetes
E083293,"Diabetes mellitus due to underlying condition with mild nonproliferative diabetic retinopathy without macular edema, bilateral",END003,Diabetes mellitus with complication,Y,02 Diabetes mellitus,E08 Diabetes mellitus due to underlying condition,Diabetes
E083293,"Diabetes mellitus due to underlying condition with mild nonproliferative diabetic retinopathy without macular edema, bilateral",END006,"Diabetes mellitus, due to underlying condition, drug or chemical induced, or other specified type",N,02 Diabetes mellitus,E08 Diabetes mellitus due to underlying condition,Diabetes
E083299,"Diabetes mellitus due to underlying condition with mild nonproliferative diabetic retinopathy without macular edema, unspecified eye",END003,Diabetes mellitus with complication,Y,02 Diabetes mellitus,E08 Diabetes mellitus due to underlying condition,Diabetes
